Accession,Organism_Name,Organism_Common_Name,Organism_Taxonomic_ID,Submitter,Submission_Date,Sequencing_Tech,Level,Contig_L50,Contig_N50,GC_Count,GC_Percent,Number_of_Component_Sequences,Number_of_Contigs,Number_of_Scaffolds,Scaffold_L50,Scaffold_N50,Total_Number_of_Chromosomes,Total_Sequence_Length,Total_Ungapped_Length,Organism_Infraspecific_Names_Sex,Source_Database,WGS_project_accession,First_Publication_Date,Original_Contig_N50,Phylum,Sequencing_Type
GCA_944470415.2,Schistosoma rodhaini,,6188,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,9,12480960,137412179.0,35.0,90,184,90.0,3.0,48179494.0,8.0,388462722,388440483,,SOURCE_DATABASE_GENBANK,CALYCS02,2022-09-19,12480960,Platyhelminthes,No information provided
GCA_944470435.2,Schistosoma rodhaini,,6188,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,39,2858575,147695604.0,35.5,202,747,202.0,3.0,48789089.0,8.0,413517952,413275908,,SOURCE_DATABASE_GENBANK,CALYCT02,2022-09-20,2858575,Platyhelminthes,No information provided
GCA_946903255.1,Schistosoma spindale,,6189,WELLCOME SANGER INSTITUTE,2022-09-22,"PacBio,HiSeq X",Chromosome,27,3920158,135647020.0,34.5,112,407,112.0,3.0,47457101.0,8.0,390075707,389985661,,SOURCE_DATABASE_GENBANK,CAMPQF01,2022-09-22,3920158,Platyhelminthes,Long read
GCA_944470395.2,Schistosoma turkestanicum,,1163369,WELLCOME SANGER INSTITUTE,2022-09-20,nan,Chromosome,657,160609,151148453.0,35.5,3496,7619,3496.0,4.0,47759033.0,8.0,425011079,423321476,,SOURCE_DATABASE_GENBANK,CALYCR02,2022-09-19,160609,Platyhelminthes,No information provided
GCA_022537955.1,Schmidtea mediterranea,freshwater planarian,79327,"University of California, Los Angeles",2022-03-10,Illumina HiSeq,Chromosome,203,1113910,229281246.0,29.5,147,1312,147.0,2.0,262873270.0,4.0,773974862,773867583,male and female,SOURCE_DATABASE_GENBANK,JAKGRZ01,2022-03-10,1113910,Platyhelminthes,Short read
GCA_000181075.1,Schmidtea mediterranea,freshwater planarian,79327,"Genome Sequencing Center, Washington University",2007-01-26,nan,Contig,11081,19025,258862322.0,29.5,94682,94682,,,,,865587040,865587040,,SOURCE_DATABASE_GENBANK,AAWT01,2007-01-26,19025,Platyhelminthes,No information provided
GCA_000572305.1,Schmidtea mediterranea,freshwater planarian,79327,Schmidtea mediterranea genome,2014-02-21,Illumina HiSeq,Scaffold,20240,8694,181825720.0,29.5,129272,129272,15046.0,2994.0,77506.0,,779479550,612124294,,SOURCE_DATABASE_GENBANK,AUVC01,2014-02-21,8694,Platyhelminthes,Short read
GCA_000691995.1,Schmidtea mediterranea,freshwater planarian,79327,Schmidtea mediterranea Genome,2014-05-30,Illumina HiSeq; Illumina GAIIx,Scaffold,15945,10639,175598840.0,29.0,118433,118433,12782.0,2491.0,83932.0,,700725851,600469385,,SOURCE_DATABASE_GENBANK,ASXR01,2014-05-30,10639,Platyhelminthes,Short read
GCA_002600895.1,Schmidtea mediterranea,freshwater planarian,79327,Max Planck Institute of Molecular Cell Biology and Genetics,2017-10-18,PacBio,Scaffold,201,1121568,229281259.0,29.5,481,1292,481.0,57.0,3854845.0,,773939492,773867613,hermaphrodite,SOURCE_DATABASE_GENBANK,NNSW01,2017-10-18,1121568,Platyhelminthes,Long read
GCA_023231475.1,Seison nebaliae,,104778,"Institute of Organismic and Molecular Evolution (iomE), Johannes Gutenberg University Mainz",2022-05-03,Illumina NextSeq 500,Contig,269,45684,13985821.0,31.5,3295,3295,,,,,43872782,43872782,,SOURCE_DATABASE_GENBANK,JALJEE01,2022-05-03,45684,Rotifera,Short read
GCA_903632075.3,Sepia pharaonis,,158019,NINGBO UNIVERSITY,2021-02-02,nan,Contig,726,1926397,1589064645.0,33.0,5642,5642,,,,,4785531890,4785531890,,SOURCE_DATABASE_GENBANK,CAHIKZ03,2020-11-25,1896895,Mollusca,No information provided
GCA_007844125.1,Sinonovacula constricta,Chinese razor clam,98310,Novogene Bioinformatics Technology Corporation,2019-08-08,Illumina HiSeq; PacBio Sequel,Chromosome,390,976936,427313715.0,35.0,362,2450,362.0,8.0,65929677.0,19.0,1220848272,1212679988,male,SOURCE_DATABASE_GENBANK,RXXH01,2019-08-08,976936,Mollusca,Long read
GCA_009762815.1,Sinonovacula constricta,Chinese razor clam,98310,Zhejing Wanli University,2019-12-18,PacBio; Illumina; Hi-C,Chromosome,509,679505,472196269.0,35.0,7931,10978,7931.0,10.0,57991182.0,19.0,1332234310,1331929610,,SOURCE_DATABASE_GENBANK,WSYO01,2019-12-18,679505,Mollusca,Long read
GCA_028829895.1,Sinotaia purificata,,1134467,Freshwater Fisheries Research Center of Chinese Academy of Fishery Sciences,2023-02-24,PacBio,Chromosome,10,37213934,339767456.0,34.5,38,286,38.0,4.0,141970838.0,8.0,984328742,984303942,female,SOURCE_DATABASE_GENBANK,JALGAQ01,2023-02-24,37213934,Mollusca,Long read
GCA_027596065.1,Siphonaria sp. JEL0065,,2723227,DOE Joint Genome Institute,2023-01-09,Illumina NovaSeq,Contig,522,21877,16431725.0,43.5,3109,3109,,,,,37595823,37595823,,SOURCE_DATABASE_GENBANK,JADGJB01,2023-01-09,21877,Mollusca,Short read
GCA_026874595.1,Sipunculus nudus,marine worm,6446,Guangdong Ocean University,2022-12-14,PacBio Sequel II,Chromosome,18,28461674,527122774.0,36.5,155,353,155.0,8.0,80869746.0,17.0,1426776566,1426680931,male,SOURCE_DATABASE_GENBANK,JAPPUL01,2022-12-14,28461674,Annelida,Long read
GCA_021229015.1,Solen grandis,grand razor shell,165599,Quanzhou Normal University,2021-12-19,Illumina,Chromosome,21593,50000,459535981.0,34.5,811,31607,811.0,9.0,67678117.0,19.0,1324491672,1321412072,,SOURCE_DATABASE_GENBANK,JAIFHC01,2021-12-19,50000,Mollusca,Short read
GCA_902702955.1,Sparganum proliferum,,64606,University of Miyazaki,2019-12-05,nan,Scaffold,5827,28292,272902419.0,45.0,7388,46304,7388.0,146.0,1241503.0,,653387223,602390015,,SOURCE_DATABASE_GENBANK,CACRXO01,2019-12-05,28292,Platyhelminthes,No information provided
GCA_902702965.1,Spirometra erinaceieuropaei,,99802,University of Miyazaki,2020-09-02,nan,Scaffold,6612,29589,323638474.0,45.0,5723,50541,5723.0,271.0,820922.0,,796029360,718242223,,SOURCE_DATABASE_GENBANK,CACRXP01,2020-09-02,29589,Platyhelminthes,No information provided
GCA_000951995.1,Spirometra erinaceieuropaei,,99802,WTSI,2014-09-26,nan,Contig,262526,1236,507302774.0,44.5,482396,1352713,,,,,1258717181,1130712752,,SOURCE_DATABASE_GENBANK,,2014-09-26,1236,Platyhelminthes,No information provided
GCA_947247005.1,Spisula solida,,31201,WELLCOME SANGER INSTITUTE,2022-10-30,"PacBio,Illumina,Arima2",Chromosome,18,15021671,331484868.0,35.5,37,131,37.0,8.0,52695421.0,19.0,932088914,932070114,,SOURCE_DATABASE_GENBANK,CAMXUH01,2022-10-30,15021671,Mollusca,Long read
GCA_947247015.1,Spisula solida,,31201,WELLCOME SANGER INSTITUTE,2022-10-30,"PacBio,Illumina,Arima2",Scaffold,239,1198388,330474813.0,35.5,1804,1805,1804.0,239.0,1198388.0,,928906444,928906244,,SOURCE_DATABASE_GENBANK,CAMXUG01,2022-10-30,1198388,Mollusca,Long read
GCA_916613615.1,Steromphala cineraria,,216125,WELLCOME SANGER INSTITUTE,2021-10-01,nan,Chromosome,57,6200493,450207873.0,35.0,283,842,283.0,8.0,70748747.0,18.0,1270484905,1270305005,,SOURCE_DATABASE_GENBANK,CAKAJN01,2021-10-01,6200493,Mollusca,No information provided
GCA_916613985.1,Steromphala cineraria,,216125,WELLCOME SANGER INSTITUTE,2021-09-30,nan,Scaffold,232,1505795,432367037.0,35.0,2229,2252,2229.0,231.0,1524340.0,,1220860235,1220849335,,SOURCE_DATABASE_GENBANK,CAKAJO01,2021-09-30,1505795,Mollusca,No information provided
GCA_942159475.1,Sthenelais limicola,,1210413,WELLCOME SANGER INSTITUTE,2022-06-10,nan,Chromosome,29,10232024,440923706.0,38.5,201,1310,201.0,4.0,136979486.0,9.0,1131133856,1130912056,,SOURCE_DATABASE_GENBANK,CALNXF01,2022-06-10,10232024,Annelida,No information provided
GCA_942183725.1,Sthenelais limicola,,1210413,WELLCOME SANGER INSTITUTE,2022-06-10,nan,Scaffold,191,1450950,438339710.0,38.5,2916,2990,2916.0,191.0,1468755.0,,1125722229,1125707429,,SOURCE_DATABASE_GENBANK,CALNXG01,2022-06-10,1450950,Annelida,No information provided
GCA_019095985.1,Streblospio benedicti,,95538,North Carolina State University,2021-07-06,Oxford Nanopore; Illumina; Hi-C; Chicago Proximity Ligation,Chromosome,3800,48523,265247532.0,37.5,6112,27746,6112.0,6.0,56106436.0,11.0,701453095,699289695,female,SOURCE_DATABASE_GENBANK,JAGTTF01,2021-07-06,48523,Annelida,Long read
GCA_001693035.2,Taenia asiatica,Asian tapeworm,60517,"Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences",2016-09-02,Illumina GAII,Scaffold,307,116010,70943558.0,43.0,6900,10664,6900.0,97.0,342420.0,,168679183,164409854,,SOURCE_DATABASE_GENBANK,LWMJ02,2016-07-24,117093,Platyhelminthes,Short read
GCA_900618005.1,Taenia asiatica,Asian tapeworm,60517,WTSI,2018-12-05,nan,Scaffold,1111,29199,57337348.0,42.5,24137,34102,24137.0,602.0,52337.0,,135977618,133710211,,SOURCE_DATABASE_GENBANK,UYRS01,2018-12-05,29199,Platyhelminthes,No information provided
GCA_023375655.1,Taenia crassiceps,,6207,Biotechnology Institute of UNAM,2022-05-16,Illumina NextSeq; Oxford Nanopore MinION,Scaffold,6,3809406,46515794.0,43.5,65,83,65.0,4.0,10553375.0,,107053072,106889530,,SOURCE_DATABASE_GENBANK,JAKROA01,2022-05-16,3809406,Platyhelminthes,Long read
GCA_001923025.3,Taenia multiceps,,94034,Agricultural Genomics Institute at Shenzhen Chinese Academy of Agricultural Sciences,2018-10-05,PacBio,Chromosome,50,756412,105285053.0,43.5,737,2042,737.0,2.0,44815576.0,7.0,240596867,240466367,,SOURCE_DATABASE_GENBANK,MRSW03,2016-12-28,275186,Platyhelminthes,Long read
GCA_023968675.1,Taenia pisiformis,,85432,"Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences",2022-06-28,PacBio Sequel,Chromosome,32,945746,95213685.0,45.0,89,1104,89.0,4.0,20244438.0,10.0,211455966,210514865,,SOURCE_DATABASE_GENBANK,JAJOLY01,2022-06-28,945746,Platyhelminthes,Long read
GCA_001693075.2,Taenia saginata,beef tapeworm,6206,"Beijing Institute of Genomics, Chinese Academy of Science",2016-10-23,Illumina GAII,Scaffold,269,142979,71830380.0,43.0,3626,6866,3626.0,65.0,586235.0,,169104283,166328618,,SOURCE_DATABASE_GENBANK,LWMK02,2016-07-24,142979,Platyhelminthes,Short read
GCA_001870725.1,Taenia solium,pork tapeworm,6204,Taenia solium Genome Consortium,2016-11-07,454; Illumina GAIIx,Scaffold,194,165332,55797520.0,42.5,13131,13166,13131.0,192.0,165960.0,,129810970,129809576,,SOURCE_DATABASE_GENBANK,MIEF01,2016-11-07,165332,Platyhelminthes,Short read
GCA_002082475.1,Taenia solium,pork tapeworm,6204,NIAID,2017-04-10,Illumina HiSeq,Contig,781,39820,49008291.0,42.5,17123,17123,,,,,114429812,114429812,,SOURCE_DATABASE_GENBANK,AOMU01,2017-04-10,39820,Platyhelminthes,Short read
GCA_002221735.1,Taenia solium,pork tapeworm,6204,NIAID,2017-07-19,454; Illumina HiSeq,Contig,722,44046,49878967.0,42.5,17271,17271,,,,,116371091,116371091,,SOURCE_DATABASE_GENBANK,JSUL01,2017-07-19,44046,Platyhelminthes,Short read
GCA_013375625.1,Tegillarca granosa,,220873,"Zhejiang Wanli University, College of Biological & Environmental Science",2020-06-29,PacBio; Illumina,Scaffold,397,605873,251602711.0,31.5,269,2112,269.0,9.0,42616908.0,,797648519,797464185,,SOURCE_DATABASE_GENBANK,JABXWC01,2020-06-29,605873,Mollusca,Long read
GCA_944472135.2,Trichobilharzia regenti,bird nasal schistosome,157069,WELLCOME SANGER INSTITUTE,2022-09-15,"PacBio,HiSeq X",Chromosome,73,3882242,365422858.0,38.0,572,1111,572.0,3.0,125840967.0,8.0,954242115,954061903,,SOURCE_DATABASE_GENBANK,CALYDD02,2022-09-15,3882242,Platyhelminthes,Long read
GCA_900618515.1,Trichobilharzia regenti,bird nasal schistosome,157069,WTSI,2018-12-13,nan,Scaffold,118478,1509,233933932.0,37.0,188369,711279,188369.0,23730.0,7696.0,,701762036,625053732,,SOURCE_DATABASE_GENBANK,UZAO01,2018-12-13,1509,Platyhelminthes,No information provided
GCA_944472155.2,Trichobilharzia szidati,,157070,WELLCOME SANGER INSTITUTE,2022-09-15,"PacBio,HiSeq X",Chromosome,304,807720,423869093.0,38.0,1277,5729,1277.0,4.0,142264673.0,8.0,1116378626,1114293070,,SOURCE_DATABASE_GENBANK,CALYDE02,2022-09-15,807720,Platyhelminthes,Long read
GCA_943736015.1,Tridacna crocea,,80833,WELLCOME SANGER INSTITUTE,2022-06-24,nan,Chromosome,12,32149973,380800917.0,36.0,32,88,32.0,8.0,60802674.0,18.0,1048956009,1048937609,,SOURCE_DATABASE_GENBANK,CALSFA01,2022-06-24,32149973,Mollusca,No information provided
GCA_943736005.1,Tridacna crocea,,80833,WELLCOME SANGER INSTITUTE,2022-06-10,nan,Contig,122,2870378,410577717.0,36.0,2262,2262,,,,,1129514693,1129514693,,SOURCE_DATABASE_GENBANK,CALSFB01,2022-06-10,2870378,Mollusca,No information provided
GCA_945859785.2,Tridacna gigas,,80829,WELLCOME SANGER INSTITUTE,2022-09-22,"PacBio,Arima2",Chromosome,38,9438000,432270837.0,36.5,20,197,20.0,8.0,68447427.0,17.0,1175943104,1175907704,,SOURCE_DATABASE_GENBANK,CAMAOV02,2022-09-09,6993470,Mollusca,Long read
GCA_945859735.2,Tridacna gigas,,80829,WELLCOME SANGER INSTITUTE,2022-09-22,nan,Contig,594,469269,360948136.0,36.5,5847,5847,,,,,981746167,981746167,,SOURCE_DATABASE_GENBANK,CAMAOU02,2022-09-13,401339,Mollusca,No information provided
GCA_029339505.1,Unio delphinus,,461120,Interdisciplinary Centre of Marine and Environmental Research (CIIMAR) / University of Porto,2023-03-22,PacBio,Scaffold,71,10231822,878888200.0,35.0,1253,1275,1253.0,67.0,10919244.0,,2505958346,2505957145,,SOURCE_DATABASE_GENBANK,JAQISU01,2023-03-22,10231822,Mollusca,Long read
GCA_003401595.1,Venustaconcha ellipsiformis,ellipse,301928,Universite de Montreal,2018-08-16,Illumina HiSeq; PacBio,Scaffold,163653,2813,531204649.0,34.0,371426,820902,371426.0,58537.0,6657.0,,1590009045,1553746599,female,SOURCE_DATABASE_GENBANK,QKMX01,2018-08-16,2813,Mollusca,Long read
GCA_015471945.1,Watasenia scintillans,sparkling enope,6625,"Oki marine biological station, Education and Research Center for Biological Resources, Faculty of Life and Environmental Science, Shimane University",2020-11-09,Illumina HiSeq1500/2500,Contig,187404,1283,228249687.0,35.0,491107,491107,,,,,649175396,649175396,,SOURCE_DATABASE_GENBANK,BLWP01,2020-11-09,1283,Mollusca,Short read
GCA_021613335.1,Whitmania pigra,,486152,Chinese Academy of Medical Sciences and Peking Union Medical College,2022-01-26,PacBio,Contig,28,2001490,63400168.0,35.0,483,483,,,,,178785238,178785238,,SOURCE_DATABASE_GENBANK,JAJTWR01,2022-01-26,2001490,Annelida,Long read
GCA_021650995.1,Whitmania pigra,,486152,Kunming University of Science and Technology,2022-01-27,Illumina HiSeq,Contig,1354,33136,56507674.0,35.5,9969,9969,,,,,157445284,157445284,male,SOURCE_DATABASE_GENBANK,JAJTOT01,2022-01-27,33136,Annelida,Short read
GCA_025802215.1,Wirenia argentea,,669229,IRIDIAN GENOMES,2022-10-23,Illumina,Scaffold,51589,2969,209055020.0,39.5,230499,231795,230499.0,51064.0,2992.0,,528769856,528706996,,SOURCE_DATABASE_GENBANK,WNLI01,2022-10-23,2969,Mollusca,Short read
